#==============================================================================
# tracerinfo.dat: Created by GEOS-CHEM at 2018/08/27 21:06
#
# ****** CUSTOMIZED FOR NOx-Ox-Hydrocarbon-Aerosol SIMULATION *****
#
# This file contains name weight and index information about GEOS-CHEM
# tracers.  It is read by routine "ctm_tracerinfo.pro" of the GAMAP package.
#
# File Format:
# -----------------------------------------------------------------------------
# NAME     (A8   )  Tracer name (up to 8 chars)
#  --      (1X   )  1-character spacer
# FULLNAME (A30  )  Full tracer name (up to 30 chars)
# MOLWT    (E10.0)  Molecular weight (kg/mole)
# C        (I3   )  For HC's: # moles C/moles tracer; otherwise set=1
# TRACER   (I9   )  Tracer number (up to 9 digits)
# SCALE    (E10.3)  Standard scale factor to convert to unit given below
#  --      (1X   )  1-character spacer
# UNIT     (A40  )  Unit string
#
#==============================================================================
# GEOS-CHEM tracers [ppbv]
#==============================================================================
V10M     GMAO V10M field                0.000E+00  1    11012 1.000E+00 m/s
PS-PBL   GMAO PS-PBL field              0.000E+00  1    11013 1.000E+00 hPa
ALBD     GMAO ALBD field                0.000E+00  1    11014 1.000E+00 unitless
PHIS     GMAO PHIS field                0.000E+00  1    11015 1.000E+00 m
CLDTOP   GMAO CLDTOP field              0.000E+00  1    11016 1.000E+00 level
TROPP    GMAO TROPP field               0.000E+00  1    11017 1.000E+00 hPa
SLP      GMAO SLP field                 0.000E+00  1    11018 1.000E+00 hPa
TSKIN    GMAO TSKIN field               0.000E+00  1    11019 1.000E+00 K
PARDF    GMAO PARDF field               0.000E+00  1    11020 1.000E+00 W/m2
PARDR    GMAO PARDR field               0.000E+00  1    11021 1.000E+00 W/m2
GWET     GMAO GWET field                0.000E+00  1    11022 1.000E+00 unitless
#==============================================================================
# ND68 diagnostic quantities
#==============================================================================
BXHEIGHT Grid box height                0.000E+00  1    24001 1.000E+00 m
AD       Air mass in grid box           0.000E+00  1    24002 1.000E+00 kg
AVGW     Mixing ratio of H2O vapor      0.000E+00  1    24003 1.000E+00 v/v
N(AIR)   Number density of air          0.000E+00  1    24004 1.000E+00 molec/m3
#==============================================================================
# ND69 diagnostic quantities
#==============================================================================
DXYP     Grid box surface area          0.000E+00  1    25001 1.000E+00 m2
NOx      Adj of IC scaling factors      0.000E+00  1    90001 1.000E+00 J
Ox       Adj of IC scaling factors      0.000E+00  1    90002 1.000E+00 J
PAN      Adj of IC scaling factors      0.000E+00  1    90003 1.000E+00 J
CO       Adj of IC scaling factors      0.000E+00  1    90004 1.000E+00 J
ALK4     Adj of IC scaling factors      0.000E+00  1    90005 1.000E+00 J
ISOP     Adj of IC scaling factors      0.000E+00  1    90006 1.000E+00 J
HNO3     Adj of IC scaling factors      0.000E+00  1    90007 1.000E+00 J
H2O2     Adj of IC scaling factors      0.000E+00  1    90008 1.000E+00 J
ACET     Adj of IC scaling factors      0.000E+00  1    90009 1.000E+00 J
MEK      Adj of IC scaling factors      0.000E+00  1    90010 1.000E+00 J
ALD2     Adj of IC scaling factors      0.000E+00  1    90011 1.000E+00 J
RCHO     Adj of IC scaling factors      0.000E+00  1    90012 1.000E+00 J
MVK      Adj of IC scaling factors      0.000E+00  1    90013 1.000E+00 J
MACR     Adj of IC scaling factors      0.000E+00  1    90014 1.000E+00 J
PMN      Adj of IC scaling factors      0.000E+00  1    90015 1.000E+00 J
PPN      Adj of IC scaling factors      0.000E+00  1    90016 1.000E+00 J
R4N2     Adj of IC scaling factors      0.000E+00  1    90017 1.000E+00 J
PRPE     Adj of IC scaling factors      0.000E+00  1    90018 1.000E+00 J
C3H8     Adj of IC scaling factors      0.000E+00  1    90019 1.000E+00 J
CH2O     Adj of IC scaling factors      0.000E+00  1    90020 1.000E+00 J
C2H6     Adj of IC scaling factors      0.000E+00  1    90021 1.000E+00 J
N2O5     Adj of IC scaling factors      0.000E+00  1    90022 1.000E+00 J
HNO4     Adj of IC scaling factors      0.000E+00  1    90023 1.000E+00 J
MP       Adj of IC scaling factors      0.000E+00  1    90024 1.000E+00 J
DMS      Adj of IC scaling factors      0.000E+00  1    90025 1.000E+00 J
SO2      Adj of IC scaling factors      0.000E+00  1    90026 1.000E+00 J
SO4      Adj of IC scaling factors      0.000E+00  1    90027 1.000E+00 J
SO4s     Adj of IC scaling factors      0.000E+00  1    90028 1.000E+00 J
MSA      Adj of IC scaling factors      0.000E+00  1    90029 1.000E+00 J
NH3      Adj of IC scaling factors      0.000E+00  1    90030 1.000E+00 J
NH4      Adj of IC scaling factors      0.000E+00  1    90031 1.000E+00 J
NIT      Adj of IC scaling factors      0.000E+00  1    90032 1.000E+00 J
NITs     Adj of IC scaling factors      0.000E+00  1    90033 1.000E+00 J
BCPI     Adj of IC scaling factors      0.000E+00  1    90034 1.000E+00 J
OCPI     Adj of IC scaling factors      0.000E+00  1    90035 1.000E+00 J
BCPO     Adj of IC scaling factors      0.000E+00  1    90036 1.000E+00 J
OCPO     Adj of IC scaling factors      0.000E+00  1    90037 1.000E+00 J
DST1     Adj of IC scaling factors      0.000E+00  1    90038 1.000E+00 J
DST2     Adj of IC scaling factors      0.000E+00  1    90039 1.000E+00 J
DST3     Adj of IC scaling factors      0.000E+00  1    90040 1.000E+00 J
DST4     Adj of IC scaling factors      0.000E+00  1    90041 1.000E+00 J
SALA     Adj of IC scaling factors      0.000E+00  1    90042 1.000E+00 J
SALC     Adj of IC scaling factors      0.000E+00  1    90043 1.000E+00 J
NOx      Tracer IC scaling factors      0.000E+00  1    93001 1.000E+00 none
Ox       Tracer IC scaling factors      0.000E+00  1    93002 1.000E+00 none
PAN      Tracer IC scaling factors      0.000E+00  1    93003 1.000E+00 none
CO       Tracer IC scaling factors      0.000E+00  1    93004 1.000E+00 none
ALK4     Tracer IC scaling factors      0.000E+00  1    93005 1.000E+00 none
ISOP     Tracer IC scaling factors      0.000E+00  1    93006 1.000E+00 none
HNO3     Tracer IC scaling factors      0.000E+00  1    93007 1.000E+00 none
H2O2     Tracer IC scaling factors      0.000E+00  1    93008 1.000E+00 none
ACET     Tracer IC scaling factors      0.000E+00  1    93009 1.000E+00 none
MEK      Tracer IC scaling factors      0.000E+00  1    93010 1.000E+00 none
ALD2     Tracer IC scaling factors      0.000E+00  1    93011 1.000E+00 none
RCHO     Tracer IC scaling factors      0.000E+00  1    93012 1.000E+00 none
MVK      Tracer IC scaling factors      0.000E+00  1    93013 1.000E+00 none
MACR     Tracer IC scaling factors      0.000E+00  1    93014 1.000E+00 none
PMN      Tracer IC scaling factors      0.000E+00  1    93015 1.000E+00 none
PPN      Tracer IC scaling factors      0.000E+00  1    93016 1.000E+00 none
R4N2     Tracer IC scaling factors      0.000E+00  1    93017 1.000E+00 none
PRPE     Tracer IC scaling factors      0.000E+00  1    93018 1.000E+00 none
C3H8     Tracer IC scaling factors      0.000E+00  1    93019 1.000E+00 none
CH2O     Tracer IC scaling factors      0.000E+00  1    93020 1.000E+00 none
C2H6     Tracer IC scaling factors      0.000E+00  1    93021 1.000E+00 none
N2O5     Tracer IC scaling factors      0.000E+00  1    93022 1.000E+00 none
HNO4     Tracer IC scaling factors      0.000E+00  1    93023 1.000E+00 none
MP       Tracer IC scaling factors      0.000E+00  1    93024 1.000E+00 none
DMS      Tracer IC scaling factors      0.000E+00  1    93025 1.000E+00 none
SO2      Tracer IC scaling factors      0.000E+00  1    93026 1.000E+00 none
SO4      Tracer IC scaling factors      0.000E+00  1    93027 1.000E+00 none
SO4s     Tracer IC scaling factors      0.000E+00  1    93028 1.000E+00 none
MSA      Tracer IC scaling factors      0.000E+00  1    93029 1.000E+00 none
NH3      Tracer IC scaling factors      0.000E+00  1    93030 1.000E+00 none
NH4      Tracer IC scaling factors      0.000E+00  1    93031 1.000E+00 none
NIT      Tracer IC scaling factors      0.000E+00  1    93032 1.000E+00 none
NITs     Tracer IC scaling factors      0.000E+00  1    93033 1.000E+00 none
BCPI     Tracer IC scaling factors      0.000E+00  1    93034 1.000E+00 none
OCPI     Tracer IC scaling factors      0.000E+00  1    93035 1.000E+00 none
BCPO     Tracer IC scaling factors      0.000E+00  1    93036 1.000E+00 none
OCPO     Tracer IC scaling factors      0.000E+00  1    93037 1.000E+00 none
DST1     Tracer IC scaling factors      0.000E+00  1    93038 1.000E+00 none
DST2     Tracer IC scaling factors      0.000E+00  1    93039 1.000E+00 none
DST3     Tracer IC scaling factors      0.000E+00  1    93040 1.000E+00 none
DST4     Tracer IC scaling factors      0.000E+00  1    93041 1.000E+00 none
SALA     Tracer IC scaling factors      0.000E+00  1    93042 1.000E+00 none
SALC     Tracer IC scaling factors      0.000E+00  1    93043 1.000E+00 none
